,Normal_Samples,Exponential_Samples,Bimodal_Samples
24721,49.64,1.85,31.57
24722,64.32,28.98,25.23
24723,39.8,9.34,35.25
24724,43.7,6.61,16.34
24725,54.17,14.66,14.73
24726,49.67,1.83,25.96
24727,49.8,13.07,39.25
24728,45.41,6.6,105.71
24729,45.79,11.07,98.58
24730,46.05,24.57,34.75
24731,55.96,8.29,19.31
24732,40.29,8.76,40.34
24733,38.09,4.47,41.55
24734,50.94,31.23,31.32
24735,34.97,4.99,32.31
24736,45.91,4.97,39.66
24737,50.77,16.6,34.2
24738,37.55,3.65,32.18
24739,49.31,7.35,43.33
24740,52.8,1.23,22.36
24741,27.55,10.59,30.85
24742,42.03,9.73,41.79
24743,42.93,5.3,32.91
24744,41.82,26.94,17.39
24745,59.33,4.34,12.95
24746,65.36,1.33,39.27
24747,41.73,14.35,35.68
24748,46.99,3.03,37.39
24749,48.56,5.38,20.52
24750,46.59,16.76,34.21
24751,48.29,7.34,43.02
24752,41.55,13.19,28.47
24753,55.77,7.57,29.66
24754,59.4,15.67,22.74
24755,56.59,21.42,97.4
24756,60.98,2.99,43.63
24757,26.8,11.61,36.19
24758,42.07,4.67,21.96
24759,48.73,14.89,33.38
24760,45.19,45.49,27.98
24761,52.35,8.88,11.69
24762,50.48,5.9,41.82
24763,37.96,22.7,103.71
24764,45.75,2.87,23.69
24765,52.22,4.08,21.07
24766,55.5,4.91,14.93
24767,54.15,8.86,32.72
24768,51.0,4.62,26.28
24769,45.28,9.5,39.24
24770,58.18,7.05,32.3
24771,55.88,32.88,51.9
24772,38.63,1.24,26.61
24773,63.91,3.22,40.95
24774,52.64,1.23,37.56
24775,32.59,4.38,22.39
24776,58.73,9.03,25.11
24777,60.76,8.62,28.34
24778,53.47,12.2,89.15
24779,61.49,6.87,43.04
24780,64.24,11.79,19.35
24781,45.16,2.91,16.95
24782,69.18,2.41,35.01
24783,43.35,3.73,31.47
24784,50.89,8.77,36.81
24785,63.38,1.44,28.44
24786,57.54,5.29,30.66
24787,49.49,42.92,38.36
24788,51.04,25.67,26.39
24789,49.03,4.95,23.08
24790,51.92,11.44,24.27
24791,51.03,6.53,23.36
24792,47.95,7.71,37.43
24793,26.79,7.07,35.54
24794,44.6,13.37,44.86
24795,53.66,9.64,33.52
24796,54.67,11.18,37.01
24797,46.94,9.35,42.89
24798,55.71,5.32,105.49
24799,51.68,17.35,25.61
24800,41.8,18.75,93.72
24801,63.67,20.17,42.08
24802,47.46,15.31,32.03
24803,53.7,27.9,24.66
24804,44.51,29.96,23.83
24805,49.05,14.22,6.74
24806,26.28,7.12,33.34
24807,73.33,2.99,27.03
24808,38.45,2.33,27.83
24809,57.59,9.14,34.5
24810,30.81,12.12,33.3
24811,72.38,2.21,27.78
24812,48.13,8.76,24.49
24813,49.58,8.31,46.1
24814,36.89,2.0,20.06
24815,31.1,24.42,13.35
24816,47.88,14.96,39.79
24817,51.83,19.68,9.67
24818,46.14,3.28,52.83
24819,72.45,14.19,44.58
24820,54.68,12.13,31.53
24821,60.97,1.33,23.87
24822,61.46,6.68,34.12
24823,39.92,3.27,36.37
24824,39.99,5.08,16.75
24825,39.41,4.71,22.18
24826,44.31,15.94,31.61
24827,57.36,14.53,35.76
24828,60.27,6.3,23.73
24829,54.65,8.16,96.32
24830,41.24,1.08,28.4
24831,41.12,3.93,35.11
24832,44.35,1.4,35.6
24833,65.73,8.93,27.55
24834,67.97,3.48,40.94
24835,35.64,1.92,28.28
24836,65.24,29.78,38.08
24837,46.56,17.52,45.34
24838,54.38,4.58,40.32
24839,25.69,10.54,34.02
24840,56.58,9.42,38.59
24841,60.53,9.25,31.36
24842,43.59,4.82,22.54
24843,39.44,50.13,28.08
24844,43.64,2.36,30.39
24845,49.06,8.12,85.86
24846,40.54,24.09,106.06
24847,34.05,25.69,98.21
24848,48.65,11.47,21.8
24849,36.4,16.9,74.57
24850,60.11,3.44,39.35
24851,46.38,43.76,24.3
24852,51.88,6.63,21.21
24853,48.48,9.45,101.18
24854,48.71,23.91,29.58
24855,58.47,16.2,25.7
24856,52.34,4.76,40.54
24857,41.87,4.99,21.28
24858,42.16,7.78,37.38
24859,51.03,4.32,43.31
24860,56.73,10.87,34.12
24861,45.52,18.31,18.32
24862,56.99,3.8,21.66
24863,43.79,14.37,28.7
24864,55.21,7.41,106.25
24865,44.16,59.39,103.03
24866,62.82,7.07,20.05
24867,47.65,10.62,31.14
24868,33.22,3.61,35.77
24869,52.57,2.49,26.63
24870,28.53,6.69,28.28
24871,47.84,5.07,100.94
24872,51.72,7.34,20.05
24873,45.01,2.22,39.9
24874,46.01,5.3,24.49
24875,47.21,2.76,38.72
24876,46.5,8.82,36.82
24877,47.58,2.35,32.46
24878,50.25,5.48,15.44
24879,57.49,12.01,38.06
24880,45.36,35.52,21.49
24881,60.04,17.0,35.12
24882,39.79,13.49,39.5
24883,71.2,2.5,22.78
24884,44.36,1.02,24.09
24885,50.76,7.97,35.38
24886,39.54,7.49,35.52
24887,56.84,2.11,26.9
24888,61.06,15.93,95.12
24889,51.61,1.39,33.37
24890,51.56,4.9,21.7
24891,69.22,28.86,25.11
24892,50.28,10.39,32.49
24893,39.48,3.84,34.81
24894,59.86,13.48,26.14
24895,55.61,1.03,32.15
24896,51.76,4.76,23.83
24897,46.72,3.73,30.78
24898,58.81,4.53,36.18
24899,47.54,7.87,40.48
24900,51.41,8.22,42.47
24901,57.99,13.11,17.64
24902,63.98,2.58,33.9
24903,48.47,10.14,27.47
24904,43.13,2.36,41.05
24905,41.23,3.71,27.25
24906,63.15,16.35,27.92
24907,45.26,6.01,41.69
24908,30.82,16.44,16.77
24909,61.0,35.71,28.53
24910,46.22,10.53,22.18
24911,66.82,1.34,130.23
24912,41.76,4.96,29.11
24913,48.15,13.13,19.15
24914,48.83,5.97,36.15
24915,57.25,42.71,17.89
24916,61.77,12.13,29.43
24917,44.98,8.87,34.58
24918,47.84,5.88,24.8
24919,42.37,15.24,29.83
24920,30.27,47.06,24.5
24921,46.25,1.76,39.31
24922,65.09,14.26,30.87
24923,68.79,7.48,25.54
24924,49.18,22.99,23.54
24925,55.58,6.04,33.77
24926,51.78,13.51,22.3
24927,39.96,2.33,28.4
24928,42.22,3.3,33.8
24929,59.64,26.52,22.68
24930,40.91,1.2,39.7
24931,54.09,16.94,32.79
24932,45.68,8.51,98.95
24933,52.17,19.33,31.14
24934,45.45,11.02,92.4
24935,39.5,3.28,47.86
24936,50.51,2.07,18.32
24937,42.43,17.88,34.49
24938,36.42,4.74,45.35
24939,46.04,1.19,25.48
24940,66.03,22.22,30.8
24941,52.67,12.62,23.01
24942,45.19,21.0,22.89
24943,52.93,2.33,93.76
24944,51.44,11.7,93.71
24945,70.18,1.04,41.94
24946,55.52,33.12,29.06
24947,61.69,6.47,31.32
24948,38.51,1.91,99.74
24949,40.33,3.99,104.07
24950,46.94,4.59,96.92
24951,62.03,1.77,99.65
24952,67.43,13.19,27.25
24953,47.5,36.39,97.8
24954,53.49,31.58,104.59
24955,52.61,24.72,87.87
24956,52.42,1.7,13.03
24957,34.27,10.62,117.62
24958,52.97,3.03,19.74
24959,55.34,1.49,36.1
24960,56.9,11.39,41.46
24961,52.19,6.09,35.17
24962,50.94,8.29,42.76
24963,47.91,1.05,35.13
24964,57.7,7.07,32.65
24965,58.32,1.58,100.91
24966,53.78,4.73,40.89
24967,59.71,18.68,43.94
24968,51.73,10.43,90.04
24969,58.27,3.16,40.2
24970,43.81,11.51,31.44
24971,71.25,10.12,20.86
24972,46.8,4.93,30.47
24973,55.63,2.91,31.79
24974,45.09,23.94,10.14
24975,55.5,11.6,25.8
24976,47.18,23.48,28.88
24977,63.62,7.22,18.66
24978,50.26,2.18,107.35
24979,43.74,8.19,31.65
24980,48.99,4.27,42.83
24981,45.74,8.73,38.53
24982,37.39,9.45,49.56
24983,47.8,14.89,37.3
24984,37.64,5.82,106.46
24985,55.3,10.42,25.81
24986,39.09,3.48,42.17
24987,60.38,2.95,35.32
24988,47.06,2.53,35.15
24989,38.46,1.17,17.94
24990,44.61,15.25,21.25
24991,40.47,15.49,11.52
24992,42.18,12.23,19.16
24993,42.16,40.28,15.91
24994,66.38,1.62,32.98
24995,41.88,19.81,39.98
24996,55.47,6.87,30.0
24997,52.97,22.05,104.64
24998,46.15,1.43,30.38
24999,54.99,9.69,19.41
25000,71.39,6.6,19.16
25001,55.77,8.6,24.24
25002,58.85,16.63,36.91
25003,51.67,7.8,28.68
25004,60.05,3.92,45.35
25005,53.07,43.57,12.42
25006,60.05,1.75,54.8
25007,50.78,4.42,25.15
25008,58.2,25.79,19.71
25009,49.11,23.51,11.21
25010,49.84,19.0,17.3
25011,57.77,7.31,32.84
25012,51.58,4.56,41.14
25013,52.54,12.29,39.69
25014,52.89,2.32,28.85
25015,73.74,7.52,38.47
25016,41.11,7.47,101.95
25017,69.15,11.14,26.21
25018,51.08,18.54,38.54
25019,44.27,6.93,26.14
25020,72.38,6.86,94.23
25021,72.03,9.23,37.69
25022,70.06,10.04,26.13
25023,45.64,5.23,34.85
25024,52.52,5.27,22.42
25025,48.02,4.06,24.74
25026,44.06,12.37,99.17
25027,51.72,5.81,25.67
25028,26.45,18.23,22.0
25029,39.19,6.96,27.33
25030,56.14,6.7,29.62
25031,54.92,2.3,27.04
25032,44.83,1.1,42.84
25033,61.03,12.65,28.16
25034,71.34,1.42,42.97
25035,64.49,18.11,35.61
25036,43.22,17.75,36.52
25037,33.91,5.6,44.18
25038,45.62,4.74,28.37
25039,39.2,9.95,28.14
25040,33.54,37.64,33.91
25041,43.18,24.52,38.83
25042,69.22,2.03,14.57
25043,61.41,9.04,39.76
25044,57.22,2.03,97.83
25045,53.53,1.15,19.72
25046,25.69,10.39,21.76
25047,57.52,11.47,26.21
25048,53.96,5.29,29.94
25049,53.93,15.43,43.94
25050,51.41,4.39,31.41
25051,41.74,2.42,17.46
25052,70.69,35.52,26.29
25053,48.35,9.57,17.37
25054,54.99,5.37,30.78
25055,39.96,14.44,28.75
25056,28.91,10.82,26.36
25057,63.44,4.51,34.73
25058,42.61,5.97,27.62
25059,60.61,6.47,28.59
25060,68.14,5.71,32.51
25061,56.51,42.64,20.52
25062,64.05,5.19,90.79
25063,56.37,38.29,35.39
25064,77.05,18.57,32.03
25065,56.31,9.08,105.26
25066,39.97,16.84,101.35
25067,55.39,1.44,36.93
25068,55.2,8.89,22.71
25069,45.69,13.54,28.0
25070,50.36,47.89,99.95
25071,44.35,9.8,32.93
25072,50.9,8.01,116.24
25073,65.83,20.49,20.66
25074,60.15,14.25,14.1
25075,50.65,6.48,39.41
25076,67.15,1.75,38.3
25077,42.61,11.37,42.56
25078,48.64,8.06,17.29
25079,55.19,4.49,25.75
25080,46.64,10.49,30.48
25081,48.7,2.1,40.03
25082,48.49,1.15,105.76
25083,31.27,20.71,25.55
25084,48.44,15.71,27.0
25085,56.89,3.75,47.21
25086,47.23,15.59,26.25
25087,54.87,11.6,28.4
25088,51.17,9.33,28.65
25089,44.45,9.86,106.43
25090,51.9,13.85,30.11
25091,41.95,3.84,29.71
25092,46.41,14.3,16.84
25093,52.82,26.86,39.1
25094,36.86,7.15,23.6
25095,53.09,9.07,26.52
25096,46.93,5.75,44.87
25097,65.36,18.94,40.89
25098,30.6,5.41,34.28
25099,44.25,10.78,30.44
25100,47.16,29.33,22.23
25101,53.59,2.91,35.37
25102,46.07,2.99,35.19
25103,52.5,10.02,36.3
25104,56.25,6.56,26.73
25105,53.59,10.75,32.33
25106,35.35,11.18,32.66
25107,45.67,1.87,28.49
25108,45.87,12.28,33.61
25109,38.13,13.7,117.35
25110,43.8,5.05,43.68
25111,56.3,6.86,24.52
25112,43.47,11.7,12.29
25113,59.59,5.65,24.04
25114,51.27,10.09,18.13
25115,44.59,2.34,37.11
25116,50.04,2.3,33.11
25117,35.97,1.85,27.97
25118,54.27,7.86,42.7
25119,61.25,2.37,29.67
25120,65.33,26.14,40.36
25121,39.26,7.17,25.23
25122,42.13,1.76,23.44
25123,55.34,10.07,110.76
25124,44.36,7.91,99.69
25125,34.45,15.98,49.76
25126,31.29,12.31,29.46
25127,49.56,3.22,46.33
25128,57.16,6.07,26.09
25129,53.06,23.23,47.13
25130,64.67,27.14,29.43
25131,39.97,31.36,28.61
25132,41.67,15.93,3.53
25133,42.93,24.05,45.56
25134,63.07,1.28,108.6
25135,23.5,14.76,40.94
25136,61.27,13.6,24.25
25137,64.99,3.27,36.9
25138,62.1,3.25,29.73
25139,54.57,3.01,30.47
25140,64.42,1.01,35.42
25141,49.83,7.4,41.92
25142,53.5,12.59,27.27
25143,56.62,4.98,22.41
25144,40.55,31.98,28.41
25145,41.46,15.12,22.26
25146,56.02,6.52,26.3
25147,64.5,16.87,6.38
25148,69.22,13.35,5.01
25149,64.01,15.82,45.99
25150,35.81,7.51,24.04
25151,49.72,15.15,30.88
25152,59.09,5.89,15.06
25153,43.64,7.95,32.35
25154,53.62,18.4,98.54
25155,41.58,3.51,56.68
25156,46.31,9.0,38.15
25157,48.26,14.67,28.97
25158,54.05,2.95,31.23
25159,51.64,4.7,40.42
25160,51.52,13.01,34.43
25161,41.94,11.29,14.03
25162,50.66,10.47,42.81
25163,50.42,1.34,12.04
25164,46.27,4.55,78.2
25165,56.6,1.8,23.62
25166,56.43,22.5,31.72
25167,36.8,1.44,22.23
25168,49.6,10.08,26.36
25169,47.55,1.23,39.36
25170,41.27,5.44,33.88
25171,55.49,11.19,41.08
25172,47.33,29.75,31.7
25173,53.2,4.75,30.56
25174,60.47,7.79,37.36
25175,52.02,14.33,33.76
25176,53.55,14.86,97.48
25177,49.77,11.19,55.22
25178,43.63,23.15,18.98
25179,60.87,24.71,30.77
25180,44.52,20.24,33.41
25181,62.01,5.13,28.3
25182,54.9,7.5,102.27
25183,44.85,31.41,35.95
25184,44.18,4.22,32.1
25185,42.08,5.89,30.06
25186,60.47,21.72,31.41
25187,44.81,9.78,26.83
25188,60.49,4.35,25.72
25189,46.8,5.3,27.06
25190,49.26,2.8,9.19
25191,37.14,50.72,117.31
25192,54.45,21.51,40.63
25193,37.66,16.11,26.13
25194,40.94,15.93,21.76
25195,54.01,7.25,42.36
25196,44.82,19.0,32.1
25197,42.64,4.19,29.74
25198,53.17,26.83,118.61
25199,37.6,10.61,29.21
25200,41.01,8.43,31.68
25201,40.24,12.84,29.42
25202,33.18,4.7,35.52
25203,48.47,1.6,27.57
25204,53.37,37.98,36.5
25205,42.18,8.99,92.57
25206,34.27,2.82,30.93
25207,37.46,1.65,38.91
25208,58.4,12.2,14.01
25209,40.16,2.43,29.0
25210,54.44,19.37,34.53
25211,64.48,24.63,37.91
25212,46.12,5.28,30.65
25213,49.22,3.46,36.36
25214,64.59,1.56,98.44
25215,77.21,16.72,72.37
25216,46.03,5.86,14.16
25217,48.07,17.86,27.94
25218,47.45,7.85,31.28
25219,36.64,4.59,17.44
25220,65.14,27.3,42.87
25221,72.2,11.04,85.73
25222,53.79,24.06,35.94
25223,43.65,24.13,34.78
25224,54.2,21.56,20.47
25225,32.98,11.61,24.39
25226,64.71,2.62,32.54
25227,37.81,7.22,38.49
25228,50.59,21.07,25.13
25229,50.03,5.25,59.83
25230,52.84,12.02,18.03
25231,50.88,7.42,32.76
25232,48.58,2.32,31.05
25233,38.21,3.98,35.61
25234,59.67,2.53,16.69
25235,38.18,8.03,38.7
25236,44.01,7.82,21.86
25237,61.03,2.54,23.57
25238,29.61,14.41,33.44
25239,54.31,4.86,33.32
25240,66.61,5.73,25.23
25241,63.97,15.47,20.95
25242,52.24,16.2,23.87
25243,52.89,13.74,28.1
25244,44.88,1.25,12.92
25245,53.15,6.41,29.51
25246,49.86,5.1,22.74
25247,61.95,2.28,30.96
25248,45.17,38.23,30.37
25249,47.6,14.27,93.77
25250,34.16,2.22,28.16
25251,47.47,21.12,23.38
25252,40.73,12.49,25.31
25253,50.88,9.04,30.12
25254,56.38,9.82,26.83
25255,51.76,21.47,95.24
25256,53.71,15.52,35.74
25257,52.21,13.21,41.23
25258,59.06,2.62,41.87
25259,52.82,17.26,29.95
25260,38.27,17.46,30.11
25261,52.02,3.47,16.17
25262,51.7,22.88,28.55
25263,49.88,3.26,33.61
25264,71.88,3.58,36.83
25265,55.15,2.01,31.4
25266,38.14,2.15,28.36
25267,56.99,3.92,39.86
25268,47.16,5.81,32.02
25269,35.58,12.32,23.88
25270,46.44,5.94,27.48
25271,60.19,12.13,38.57
25272,58.82,29.58,22.34
25273,53.2,45.23,24.0
25274,60.06,6.08,16.6
25275,73.18,8.19,26.93
25276,45.67,9.78,29.93
25277,48.78,24.94,21.5
25278,39.13,5.3,109.85
25279,34.6,29.19,29.31
25280,60.89,40.33,30.77
25281,38.73,12.65,31.78
25282,37.16,19.07,111.66
25283,50.95,36.21,38.44
25284,48.29,5.18,108.74
25285,23.37,4.67,26.5
25286,47.68,2.34,15.13
25287,38.42,9.97,32.57
25288,44.04,20.61,30.24
25289,49.2,4.4,24.2
25290,44.46,8.9,13.39
25291,48.84,5.25,39.21
25292,37.51,7.98,29.86
25293,62.68,1.59,27.14
25294,51.79,4.25,34.41
25295,63.16,3.65,29.02
25296,42.28,15.62,26.11
25297,52.25,7.03,21.53
25298,66.19,17.82,30.61
25299,39.69,3.55,20.53
25300,75.55,15.09,28.31
25301,34.52,15.2,22.87
25302,59.12,6.13,28.63
25303,23.06,4.52,20.6
25304,45.71,4.84,29.48
25305,60.51,27.38,22.14
25306,49.22,2.12,47.56
25307,44.9,8.52,32.68
25308,40.92,17.68,25.58
25309,70.47,5.11,9.85
25310,45.48,1.04,28.41
25311,45.92,11.42,27.34
25312,55.97,17.75,27.72
25313,40.54,5.42,30.16
25314,57.95,19.03,34.03
25315,54.56,35.14,28.92
25316,39.7,2.6,30.92
25317,57.59,2.49,27.9
25318,47.97,7.03,100.35
25319,48.93,5.39,31.34
25320,52.86,8.17,24.97
25321,55.63,35.12,36.48
25322,70.29,3.41,21.76
25323,51.01,11.72,44.05
25324,25.93,3.19,19.49
25325,49.94,9.22,109.16
25326,50.26,4.24,34.29
25327,51.76,2.27,42.71
25328,43.82,6.52,33.41
25329,63.42,9.31,31.74
25330,51.76,6.58,25.43
25331,52.24,6.58,118.36
25332,43.93,37.57,43.71
25333,50.15,7.21,30.19
25334,41.54,13.56,34.39
25335,38.19,2.4,25.81
25336,32.77,4.91,34.91
25337,67.4,6.64,31.91
25338,49.98,17.64,36.85
25339,54.05,10.14,20.18
25340,48.7,7.21,39.7
25341,65.02,3.36,33.62
25342,62.48,14.2,32.61
25343,76.93,11.99,29.84
25344,57.38,25.46,99.0
25345,54.6,3.72,25.84
25346,50.9,15.41,26.45
25347,50.4,1.51,21.3
25348,56.24,25.26,101.66
25349,50.42,41.38,41.6
25350,45.0,7.94,28.06
25351,44.72,2.44,41.35
25352,51.2,1.54,12.96
25353,49.79,19.16,32.38
25354,53.9,9.73,38.55
25355,38.72,31.15,105.97
25356,53.15,9.65,45.37
25357,48.76,8.04,26.83
25358,29.81,1.05,30.38
25359,54.9,5.97,102.34
25360,47.81,2.57,20.75
25361,23.47,17.45,36.06
25362,39.23,7.22,33.65
25363,50.5,55.2,28.15
25364,48.58,5.34,22.9
25365,70.66,3.08,36.79
25366,46.18,12.25,26.91
25367,42.55,5.05,28.36
25368,59.46,1.93,45.11
25369,69.32,12.58,25.43
25370,36.76,1.4,25.65
25371,38.02,2.99,28.97
25372,65.89,9.98,38.65
25373,32.75,11.89,39.47
25374,59.0,27.1,33.09
25375,41.61,7.88,21.99
25376,47.08,27.43,37.89
25377,31.36,6.56,39.81
25378,59.83,2.73,23.02
25379,60.79,6.06,15.69
25380,32.45,1.85,29.86
25381,58.82,1.94,90.33
25382,54.94,3.29,33.34
25383,44.44,10.47,39.95
25384,59.84,2.14,37.69
25385,51.86,20.38,21.67
25386,65.8,6.77,29.79
25387,43.67,17.24,29.64
25388,43.53,1.11,26.92
25389,62.08,10.58,29.8
25390,27.5,3.7,22.42
25391,55.77,26.18,28.35
25392,59.93,12.41,19.3
25393,59.17,18.08,29.01
25394,42.44,2.56,23.97
25395,54.52,8.04,38.83
25396,44.95,3.2,39.5
25397,51.3,1.03,100.74
25398,55.98,43.23,37.57
25399,67.65,3.04,30.81
25400,49.67,8.72,22.07
25401,46.78,15.26,24.64
25402,50.2,10.02,22.86
25403,64.56,14.51,23.79
25404,44.02,9.1,37.82
25405,54.73,22.79,21.07
25406,58.79,4.28,20.1
25407,47.18,20.32,36.09
25408,40.19,10.0,38.48
25409,44.03,18.21,35.05
25410,43.08,27.07,36.75
25411,38.06,1.97,32.03
25412,60.28,29.93,42.55
25413,72.95,5.06,31.17
25414,63.25,2.4,36.48
25415,56.79,6.8,20.78
25416,35.47,16.22,9.29
25417,56.34,23.83,12.48
25418,49.41,2.28,33.4
25419,53.36,35.84,34.64
25420,53.15,49.49,21.62
25421,71.4,5.98,27.35
25422,59.64,3.62,44.42
25423,59.14,4.96,32.25
25424,49.05,8.72,34.8
25425,50.72,2.5,21.64
25426,66.2,6.97,27.41
25427,57.47,3.14,100.79
25428,51.44,3.87,34.78
25429,40.39,7.88,27.26
25430,43.98,28.82,20.13
25431,65.75,1.46,32.22
25432,49.02,2.36,31.52
25433,82.07,1.02,31.19
25434,63.1,3.86,25.9
25435,45.12,3.45,27.29
25436,51.6,8.94,33.22
25437,61.56,3.53,18.73
25438,51.18,2.04,39.47
25439,68.64,17.44,36.82
25440,63.78,7.5,38.44
25441,29.07,21.88,29.32
25442,61.45,1.79,18.53
25443,55.88,4.29,26.91
25444,45.97,11.59,33.0
25445,34.92,3.33,90.62
25446,48.75,24.5,30.9
25447,60.36,9.47,42.59
25448,54.45,6.42,26.96
25449,58.88,11.57,31.01
25450,61.13,9.63,24.04
25451,47.36,8.46,30.44
25452,59.84,10.92,30.41
25453,37.62,2.57,18.27
25454,51.69,2.43,45.76
25455,49.9,12.3,26.52
25456,53.16,29.91,29.77
25457,48.1,9.36,35.01
25458,50.57,20.57,23.33
25459,30.11,5.46,36.82
25460,52.67,6.54,37.93
25461,45.01,15.5,24.55
25462,39.05,4.03,22.18
25463,58.07,21.89,34.68
25464,25.02,9.63,31.57
25465,47.4,4.64,29.81
25466,41.71,6.85,32.73
25467,45.29,2.55,114.48
25468,58.28,1.09,32.38
25469,46.81,1.06,30.72
25470,40.33,2.02,42.41
25471,30.78,32.25,96.53
25472,54.75,3.81,46.16
25473,49.22,7.95,41.72
25474,48.64,15.99,28.84
25475,60.07,5.01,35.14
25476,50.55,7.26,30.04
25477,43.87,4.2,30.78
25478,43.19,13.05,97.29
25479,44.12,6.38,24.35
25480,41.2,3.9,97.45
25481,72.58,1.27,30.14
25482,48.82,33.62,36.69
25483,51.81,21.51,12.96
25484,68.69,9.65,22.83
25485,43.12,19.68,34.13
25486,72.69,4.76,11.67
25487,30.68,26.26,32.89
25488,52.7,5.87,84.71
25489,53.26,2.05,13.53
25490,58.06,1.66,105.15
25491,59.83,10.03,23.91
25492,38.26,47.6,24.5
25493,53.37,1.42,37.19
25494,22.34,4.26,34.46
25495,46.34,14.83,34.8
25496,48.15,5.09,38.24
25497,50.52,24.15,17.64
25498,57.41,7.85,32.14
25499,61.15,15.36,30.88
25500,48.26,2.87,21.28
25501,41.01,9.04,36.8
25502,41.7,19.83,28.19
25503,49.93,2.21,23.03
25504,55.66,5.77,39.9
25505,52.76,13.64,21.22
25506,52.91,6.55,25.11
25507,43.52,30.0,17.63
25508,63.4,5.14,18.13
25509,66.13,8.29,99.57
25510,39.04,22.0,30.39
25511,40.79,5.35,33.11
25512,51.68,19.69,46.54
25513,31.78,13.01,48.19
25514,66.06,6.44,20.11
25515,60.11,1.51,21.01
25516,48.49,22.03,52.48
25517,47.66,17.14,16.84
25518,62.34,4.23,45.45
25519,27.86,2.06,29.42
25520,57.19,3.71,46.66
25521,58.07,11.54,36.64
25522,49.51,18.63,29.15
25523,45.37,6.79,21.29
25524,42.07,3.86,32.52
25525,58.57,1.52,11.84
25526,52.85,35.56,28.82
25527,36.14,3.76,36.67
25528,47.64,22.25,122.41
25529,50.36,32.83,30.78
25530,65.4,16.53,7.93
25531,38.62,16.81,24.26
25532,50.54,3.41,21.91
25533,33.04,8.0,19.59
25534,75.75,11.41,25.42
25535,59.01,2.93,21.98
25536,60.32,14.24,26.01
25537,54.09,6.54,31.7
25538,57.89,1.31,26.42
25539,36.63,40.7,30.7
25540,48.73,2.17,18.92
25541,44.23,10.46,22.33
25542,52.74,6.53,102.02
25543,36.31,2.97,33.17
25544,57.99,10.49,26.25
25545,38.22,1.06,18.24
25546,54.9,12.05,43.57
25547,39.81,3.5,23.63
25548,32.1,2.89,84.15
25549,58.02,5.59,31.11
25550,49.07,11.01,91.41
25551,48.06,2.69,15.07
25552,49.62,12.2,93.65
25553,51.71,10.46,36.32
25554,45.76,2.32,91.23
25555,49.92,2.98,22.0
25556,53.73,10.1,28.26
25557,50.78,6.03,34.52
25558,56.51,9.66,32.77
25559,49.63,11.8,26.66
25560,55.94,10.14,33.99
25561,54.86,2.52,38.79
25562,57.91,12.2,36.67
25563,30.04,1.68,37.29
25564,57.05,13.74,104.07
25565,29.15,10.33,25.98
25566,54.87,22.19,31.04
25567,63.29,15.07,19.99
25568,59.77,3.37,15.32
25569,55.48,2.42,41.05
25570,71.88,9.69,94.33
25571,54.67,10.13,31.74
25572,57.75,5.29,21.49
25573,44.17,35.02,45.26
25574,63.13,36.72,35.09
25575,49.02,22.23,23.76
25576,46.37,10.25,19.24
25577,54.47,12.95,34.51
25578,48.78,9.97,30.59
25579,61.32,19.16,31.11
25580,44.19,6.71,43.4
25581,51.59,15.66,89.41
25582,50.71,4.4,37.16
25583,54.08,2.21,38.78
25584,59.33,5.03,26.86
25585,71.46,3.76,38.51
25586,48.14,4.95,29.0
25587,47.72,13.22,38.45
25588,57.41,6.85,36.2
25589,43.63,10.54,37.41
25590,50.08,1.16,37.39
25591,55.87,29.27,28.87
25592,48.72,10.95,35.63
25593,51.64,18.24,98.1
25594,49.38,8.93,29.05
25595,43.3,18.89,34.71
25596,54.43,6.95,37.71
25597,37.19,7.41,98.69
25598,49.63,16.86,24.07
25599,50.47,3.1,25.16
25600,61.61,6.34,27.91
25601,38.55,4.91,28.22
25602,49.28,5.01,32.98
25603,61.09,5.3,19.12
25604,40.38,1.23,91.62
25605,57.65,3.27,30.2
25606,52.04,1.8,28.87
25607,55.03,2.38,18.68
25608,49.63,4.15,31.39
25609,35.97,6.44,11.17
25610,46.68,5.41,36.82
25611,47.86,51.19,27.17
25612,43.14,4.41,26.51
25613,56.21,21.74,30.79
25614,67.32,6.05,26.63
25615,56.85,8.08,36.65
25616,61.2,24.74,27.82
25617,52.42,10.03,34.02
25618,44.77,8.05,38.7
25619,49.74,4.85,35.89
25620,43.64,11.87,36.83
25621,51.4,1.44,13.19
25622,62.25,3.73,36.38
25623,60.7,36.0,20.52
25624,53.87,1.13,39.57
25625,45.21,6.42,31.48
25626,33.99,15.59,24.27
25627,35.38,8.61,38.08
25628,53.79,11.67,16.62
25629,22.65,25.47,101.27
25630,52.44,16.51,31.24
25631,47.18,8.97,35.56
25632,60.06,18.46,22.3
25633,44.8,7.34,25.8
25634,36.72,6.1,18.24
25635,65.19,2.86,36.23
25636,53.92,12.31,31.52
25637,38.59,40.01,30.23
25638,47.1,4.4,93.06
25639,51.58,8.15,31.39
25640,55.29,13.31,26.21
25641,52.31,6.04,33.04
25642,45.16,10.29,33.83
25643,66.69,10.06,29.15
25644,57.86,35.26,25.0
25645,59.13,8.75,28.8
25646,49.58,10.34,27.35
25647,64.37,32.13,30.57
25648,50.93,5.44,28.83
25649,56.74,37.48,24.99
25650,43.97,7.94,23.41
25651,47.45,8.53,49.37
